invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I240356,55,Male,70,Healthcare,4,293.41,Credit Card,03-31-2024,Zorlu Center
I690962,41,Female,43,Garden Supplies,8,2172.68,Credit Card,08-21-2023,Capacity
I413649,34,Male,25,Furniture,3,454.16,Debit Card,09-27-2022,Kanyon
I482941,4,Female,77,Kitchenware,2,663.34,Cash,03-30-2023,Cevahir Mall
I181526,83,Male,68,Clothing,7,1442.53,Debit Card,11-06-2023,Optimum Outlet
I221403,37,Male,35,Kitchenware,3,2749.04,Credit Card,04-25-2023,Istinye Park
I394824,83,Male,64,Beauty,9,2677.47,Cash,12-07-2022,Viaport Outlet
I286608,60,Female,53,Shoes,8,1593.93,Debit Card,05-17-2022,Marmara Forum
I994741,54,Male,76,Books,6,1742.64,Credit Card,10-16-2023,Istinye Park
I262573,46,Male,59,Stationery,2,2193.08,Cash,12-19-2022,Metrocity
I148062,14,Male,26,Kitchenware,10,1801.23,Debit Card,11-10-2023,Zorlu Center
I699845,5,Male,66,Grocery,3,1822.08,Cash,11-22-2022,Kanyon
I885995,9,Male,51,Furniture,10,882.74,Credit Card,01-29-2023,Cevahir Mall
I555725,29,Female,43,Beauty,4,369.03,Debit Card,09-15-2023,Forum Istanbul
I770678,62,Male,27,Garden Supplies,7,2337.94,Cash,04-15-2023,Emaar Square Mall
I999115,63,Female,74,Electronics,4,2782.0,Credit Card,11-14-2022,Istinye Park
I087779,31,Female,67,Home Appliances,6,1344.85,Credit Card,10-01-2022,Metropol AVM
I139540,31,Male,34,Kitchenware,7,1275.6,Debit Card,05-15-2023,Emaar Square Mall
I334299,84,Female,26,Sports Equipment,1,2235.25,Debit Card,01-29-2023,Metropol AVM
I240972,29,Male,34,Books,6,2741.14,Credit Card,08-20-2023,Istinye Park
I041405,35,Female,55,Books,10,2243.68,Debit Card,04-02-2024,Zorlu Center
I783712,11,Male,64,Garden Supplies,7,2206.12,Debit Card,08-23-2022,Viaport Outlet
I062227,28,Male,22,Home Appliances,8,38.5,Credit Card,04-10-2024,Akasya Acıbadem
I416825,71,Female,65,Clothing,7,2447.79,Credit Card,08-10-2022,Mall of Istanbul
I557988,15,Female,53,Kitchenware,1,2865.77,Credit Card,04-05-2023,Metrocity
I886292,45,Male,33,Furniture,7,2174.0,Debit Card,09-01-2022,Metropol AVM
I653434,87,Female,62,Healthcare,2,1390.85,Debit Card,10-17-2023,Zorlu Center
I711747,59,Male,48,Furniture,9,2709.17,Cash,05-21-2022,Forum Istanbul
I932836,5,Female,65,Kitchenware,2,22.93,Credit Card,04-07-2024,Optimum Outlet
I817484,42,Male,61,Beauty,8,444.57,Cash,03-16-2024,Kanyon
I134730,14,Male,80,Furniture,6,1586.64,Credit Card,07-20-2023,Optimum Outlet
I147468,53,Male,58,Books,5,168.77,Debit Card,09-20-2023,Capacity
I481271,32,Male,44,Furniture,10,2341.58,Cash,12-06-2022,Viaport Outlet
I375146,98,Female,37,Sports Equipment,6,2182.8,Debit Card,10-20-2022,Optimum Outlet
I949946,49,Female,75,Kitchenware,9,2185.74,Credit Card,06-17-2023,Capacity
I246024,28,Male,23,Healthcare,5,2490.32,Credit Card,06-03-2022,Emaar Square Mall
I217471,9,Male,62,Electronics,7,536.7,Credit Card,08-28-2023,Marmara Forum
I663991,44,Female,32,Sports Equipment,3,856.41,Debit Card,06-18-2023,Kanyon
I240160,82,Female,58,Electronics,3,2602.7,Debit Card,05-29-2022,Istanbul Sapphire
I299802,35,Male,18,Grocery,1,632.23,Cash,04-24-2023,Marmara Forum
I326105,35,Male,27,Home Appliances,9,2880.18,Credit Card,08-24-2023,Viaport Outlet
I577351,31,Female,32,Electronics,8,896.53,Cash,01-05-2023,Forum Istanbul
I807198,45,Male,27,Books,4,1405.63,Credit Card,10-08-2022,Capacity
I684082,17,Male,69,Beauty,6,2523.56,Credit Card,06-24-2022,Kanyon
I876742,90,Male,48,Grocery,10,2559.2,Debit Card,03-20-2023,Istanbul Sapphire
I885546,87,Male,77,Home Appliances,4,2945.19,Credit Card,01-22-2023,Kanyon
I576817,17,Female,46,Stationery,9,2734.41,Cash,10-09-2022,Marmara Forum
I273864,44,Male,58,Stationery,5,980.91,Credit Card,11-14-2022,Akasya Acıbadem
I429603,5,Female,32,Garden Supplies,9,2506.26,Debit Card,07-13-2022,Emaar Square Mall
I206557,85,Male,56,Books,2,1816.02,Cash,05-17-2023,Emaar Square Mall
I780076,22,Female,37,Furniture,6,1679.18,Cash,08-20-2023,Metrocity
I793547,31,Male,33,Electronics,8,1965.98,Credit Card,06-29-2022,Metropol AVM
I865681,89,Female,64,Beauty,10,1496.58,Cash,02-25-2024,Capacity
I696924,97,Female,28,Shoes,6,2794.59,Credit Card,09-13-2023,Optimum Outlet
I456644,48,Female,28,Beauty,5,613.71,Credit Card,11-26-2022,Metrocity
I969859,29,Male,46,Electronics,9,2609.29,Cash,12-08-2023,Metropol AVM
I090665,99,Female,34,Electronics,1,2452.41,Credit Card,06-13-2022,Metrocity
I280690,3,Female,40,Jewelry,10,1236.61,Cash,12-25-2023,Kanyon
I623816,100,Male,63,Beauty,10,353.52,Credit Card,08-09-2022,Metrocity
I778987,9,Male,55,Garden Supplies,2,2774.2,Cash,06-02-2023,Kanyon
I899471,8,Male,64,Kitchenware,9,233.86,Cash,11-14-2022,Marmara Forum
I553059,13,Male,76,Sports Equipment,3,1384.65,Debit Card,12-23-2022,Zorlu Center
I765406,74,Male,80,Beauty,9,1069.41,Credit Card,04-10-2023,Forum Istanbul
I498907,21,Female,19,Jewelry,4,1529.9,Credit Card,02-11-2023,Istanbul Sapphire
I866980,79,Male,26,Kitchenware,7,309.52,Debit Card,11-14-2023,Metropol AVM
I273439,44,Female,74,Shoes,1,247.31,Credit Card,11-09-2023,Istanbul Sapphire
I564841,55,Male,35,Sports Equipment,8,1050.47,Cash,09-21-2022,Metrocity
I613185,88,Female,26,Garden Supplies,1,1525.29,Cash,08-29-2023,Kanyon
I132725,100,Male,58,Shoes,9,2414.03,Credit Card,03-06-2024,Emaar Square Mall
I581764,46,Female,45,Furniture,10,2143.53,Cash,01-13-2024,Kanyon
I626157,99,Female,27,Toys,3,1032.12,Credit Card,09-21-2023,Metropol AVM
I216907,62,Female,19,Grocery,3,1028.24,Cash,03-15-2023,Istanbul Sapphire
I961133,35,Male,25,Clothing,1,1850.03,Credit Card,04-14-2024,Cevahir Mall
I207204,8,Male,66,Jewelry,5,92.75,Credit Card,06-29-2023,Emaar Square Mall
I186320,94,Male,60,Stationery,5,2187.31,Debit Card,11-16-2023,Marmara Forum
I895461,36,Female,24,Beauty,4,342.93,Cash,08-14-2023,Istinye Park
I677833,56,Male,19,Stationery,1,11.38,Debit Card,03-02-2024,Kanyon
I071032,4,Male,51,Clothing,3,1863.72,Credit Card,03-05-2024,Optimum Outlet
I110841,67,Male,34,Sports Equipment,3,1320.04,Credit Card,01-10-2024,Marmara Forum
I929163,66,Female,62,Grocery,2,556.23,Debit Card,03-20-2024,Akasya Acıbadem
I581169,52,Male,57,Beauty,3,621.64,Cash,09-15-2022,Forum Istanbul
I841453,100,Male,51,Books,4,742.61,Debit Card,12-23-2023,Metrocity
I956965,19,Female,43,Sports Equipment,9,2563.18,Cash,09-24-2022,Cevahir Mall
I122243,29,Male,65,Jewelry,4,980.51,Debit Card,12-09-2023,Zorlu Center
I827068,17,Female,50,Beauty,9,1288.46,Cash,01-07-2023,Istinye Park
I297753,27,Female,31,Clothing,4,404.27,Debit Card,04-26-2022,Viaport Outlet
I294868,57,Male,49,Garden Supplies,6,1413.67,Cash,05-05-2023,Kanyon
I807653,29,Female,60,Stationery,4,1845.5,Debit Card,12-21-2022,Metrocity
I793025,50,Male,52,Sports Equipment,9,179.4,Debit Card,10-06-2022,Cevahir Mall
I791945,95,Male,59,Sports Equipment,8,1578.68,Debit Card,04-23-2023,Marmara Forum
I502999,62,Female,33,Kitchenware,3,779.2,Cash,04-13-2024,Capacity
I448029,52,Male,19,Clothing,10,2728.44,Cash,12-27-2022,Metrocity
I233663,56,Female,66,Beauty,1,2711.64,Credit Card,08-20-2023,Metrocity
I295291,94,Female,75,Beauty,5,1885.56,Debit Card,09-25-2023,Akasya Acıbadem
I354176,49,Male,30,Furniture,7,2270.39,Credit Card,01-07-2023,Akasya Acıbadem
I827985,48,Female,68,Home Appliances,9,243.61,Cash,12-30-2022,Forum Istanbul
I101884,85,Female,22,Sports Equipment,6,468.56,Cash,03-14-2023,Istinye Park
I623910,27,Male,20,Healthcare,3,1857.63,Debit Card,07-31-2022,Cevahir Mall
I937191,29,Female,30,Jewelry,8,1024.41,Cash,11-26-2023,Cevahir Mall
I906688,54,Female,57,Sports Equipment,8,1534.55,Credit Card,03-13-2024,Metropol AVM
I064095,94,Female,44,Toys,8,2082.69,Credit Card,06-18-2022,Marmara Forum
I845157,55,Female,35,Books,3,1699.64,Debit Card,09-13-2023,Emaar Square Mall
I495007,57,Male,21,Kitchenware,3,2646.15,Debit Card,03-11-2023,Emaar Square Mall
I481887,94,Male,43,Books,7,764.86,Cash,03-08-2024,Forum Istanbul
I777753,10,Male,46,Clothing,4,1413.44,Credit Card,12-16-2023,Metropol AVM
I225445,87,Male,75,Home Appliances,8,1480.88,Credit Card,02-19-2024,Metropol AVM
I081734,8,Male,30,Beauty,5,847.34,Debit Card,08-05-2022,Istinye Park
I990563,57,Male,44,Furniture,6,2301.27,Debit Card,07-27-2022,Kanyon
I008718,56,Female,20,Books,7,2555.92,Credit Card,12-03-2023,Kanyon
I719283,30,Male,66,Grocery,9,1602.85,Credit Card,08-31-2023,Istanbul Sapphire
I831678,6,Female,78,Garden Supplies,3,84.4,Cash,12-18-2022,Zorlu Center
I099191,92,Female,25,Garden Supplies,4,1479.39,Credit Card,09-28-2023,Viaport Outlet
I685551,5,Male,40,Grocery,7,1343.4,Credit Card,01-23-2024,Marmara Forum
I037453,13,Male,24,Beauty,2,1776.75,Cash,06-13-2022,Metrocity
I349240,90,Male,50,Furniture,1,1211.17,Debit Card,12-06-2022,Istanbul Sapphire
I400082,30,Male,60,Healthcare,8,1084.92,Credit Card,12-29-2023,Marmara Forum
I063181,70,Female,77,Furniture,3,1569.87,Credit Card,01-05-2024,Viaport Outlet
I782063,56,Female,47,Shoes,4,2306.92,Debit Card,03-13-2023,Zorlu Center
I741758,80,Female,21,Jewelry,8,1252.96,Cash,03-22-2024,Metropol AVM
I780295,97,Female,29,Clothing,5,1545.07,Cash,03-15-2024,Metrocity
I718561,83,Female,50,Electronics,10,400.17,Debit Card,06-09-2022,Metrocity
I526511,5,Male,21,Grocery,6,1530.71,Credit Card,06-27-2022,Viaport Outlet
I582676,17,Male,72,Sports Equipment,9,888.51,Cash,03-30-2023,Kanyon
I705872,52,Male,60,Beauty,8,243.1,Credit Card,03-12-2023,Optimum Outlet
I426366,33,Female,19,Kitchenware,1,538.18,Cash,05-15-2023,Viaport Outlet
I422076,38,Male,31,Sports Equipment,8,2764.09,Debit Card,06-02-2023,Optimum Outlet
I074584,29,Female,41,Healthcare,5,164.2,Debit Card,12-19-2022,Istanbul Sapphire
I897317,54,Male,55,Home Appliances,8,2679.0,Cash,12-30-2023,Akasya Acıbadem
I893058,28,Female,32,Healthcare,1,809.64,Cash,04-06-2024,Optimum Outlet
I126862,88,Female,64,Sports Equipment,8,1593.66,Cash,06-22-2022,Cevahir Mall
I090283,35,Male,56,Furniture,7,172.2,Cash,01-25-2023,Cevahir Mall
I403457,45,Male,24,Toys,5,659.6,Debit Card,05-29-2023,Zorlu Center
I895783,46,Male,45,Garden Supplies,4,2855.76,Cash,05-28-2022,Forum Istanbul
I673973,89,Male,30,Toys,9,2642.2,Cash,09-06-2023,Optimum Outlet
I978909,42,Female,52,Stationery,4,1583.53,Debit Card,07-11-2023,Capacity
I558145,79,Female,30,Home Appliances,8,2274.65,Cash,03-12-2024,Mall of Istanbul
I011244,55,Female,35,Home Appliances,10,1468.26,Credit Card,01-21-2023,Forum Istanbul
I175030,33,Female,53,Home Appliances,9,2105.8,Debit Card,04-20-2024,Emaar Square Mall
I857207,67,Male,65,Beauty,8,1202.66,Credit Card,08-20-2022,Cevahir Mall
I406151,93,Female,52,Grocery,7,2188.69,Cash,01-11-2024,Capacity
I032323,70,Female,21,Home Appliances,9,661.46,Debit Card,12-02-2022,Viaport Outlet
I613241,8,Female,45,Kitchenware,8,1209.25,Credit Card,06-05-2022,Istanbul Sapphire
I200484,79,Female,20,Stationery,3,489.61,Cash,06-06-2022,Emaar Square Mall
I590164,5,Female,18,Home Appliances,5,2371.39,Cash,07-21-2022,Marmara Forum
I492077,54,Male,50,Furniture,9,446.48,Debit Card,04-30-2023,Capacity
I032118,39,Male,25,Garden Supplies,4,118.97,Debit Card,12-20-2022,Capacity
I087685,27,Female,33,Shoes,6,2987.79,Cash,04-19-2023,Forum Istanbul
I019010,33,Male,50,Kitchenware,6,894.19,Debit Card,09-24-2022,Metropol AVM
I307221,50,Male,34,Books,9,1748.59,Credit Card,01-09-2024,Kanyon
I304799,77,Female,40,Shoes,7,1837.36,Cash,03-27-2024,Kanyon
I273953,85,Male,66,Furniture,7,1643.79,Cash,02-20-2024,Emaar Square Mall
I052406,25,Female,63,Clothing,7,1099.86,Cash,11-29-2022,Emaar Square Mall
I191353,24,Female,49,Stationery,6,2366.08,Credit Card,11-08-2023,Emaar Square Mall
I999676,29,Male,22,Shoes,9,2783.56,Credit Card,03-11-2023,Forum Istanbul
I785078,60,Male,28,Jewelry,6,2876.29,Debit Card,04-10-2023,Zorlu Center
I889573,65,Female,31,Jewelry,9,308.76,Credit Card,01-30-2024,Zorlu Center
I276112,62,Male,22,Stationery,1,724.1,Debit Card,04-10-2023,Forum Istanbul
I647907,42,Female,40,Clothing,6,1507.6,Cash,05-22-2023,Mall of Istanbul
I407338,89,Female,28,Sports Equipment,10,2322.59,Credit Card,10-12-2023,Optimum Outlet
I090086,32,Female,67,Jewelry,10,295.83,Credit Card,11-13-2022,Metropol AVM
I300435,32,Male,44,Healthcare,2,936.9,Cash,02-04-2024,Istinye Park
I635194,28,Male,45,Toys,7,1203.62,Cash,05-25-2022,Viaport Outlet
I997470,10,Female,44,Sports Equipment,5,2161.07,Credit Card,11-07-2022,Emaar Square Mall
I005663,42,Male,66,Jewelry,10,2065.06,Debit Card,10-09-2022,Metropol AVM
I383693,94,Male,63,Healthcare,10,2533.61,Credit Card,04-29-2023,Istanbul Sapphire
I803477,52,Female,45,Garden Supplies,4,1152.88,Cash,06-06-2023,Zorlu Center
I460184,93,Female,61,Books,2,677.34,Credit Card,04-04-2024,Mall of Istanbul
I013878,41,Female,28,Home Appliances,1,1007.95,Credit Card,09-24-2023,Emaar Square Mall
I828174,52,Male,19,Books,3,115.5,Cash,08-25-2023,Emaar Square Mall
I356521,43,Female,29,Healthcare,4,552.41,Credit Card,03-04-2023,Capacity
I403388,18,Female,46,Sports Equipment,10,1058.2,Debit Card,06-02-2023,Metrocity
I389050,21,Male,37,Beauty,10,2686.23,Credit Card,10-28-2023,Istinye Park
I839474,50,Female,66,Jewelry,2,666.26,Credit Card,07-21-2023,Viaport Outlet
I178055,41,Male,65,Books,3,2506.98,Debit Card,04-24-2023,Istanbul Sapphire
I526665,76,Male,41,Electronics,2,2186.23,Debit Card,12-02-2022,Zorlu Center
I907227,16,Male,32,Toys,5,93.04,Cash,03-04-2024,Emaar Square Mall
I212522,90,Female,53,Books,8,2110.48,Cash,09-04-2023,Metropol AVM
I869359,52,Female,51,Jewelry,6,912.44,Debit Card,04-27-2023,Metropol AVM
I868066,95,Female,71,Books,9,2741.69,Debit Card,01-07-2024,Akasya Acıbadem
I082278,0,Female,79,Shoes,6,775.96,Debit Card,04-11-2023,Metropol AVM
I108741,5,Male,72,Toys,5,2243.13,Cash,02-20-2024,Zorlu Center
I761352,60,Female,42,Clothing,1,580.7,Cash,10-03-2022,Metropol AVM
I762396,59,Male,20,Toys,1,1049.01,Debit Card,10-02-2023,Capacity
I224399,2,Female,59,Toys,4,1802.16,Cash,03-02-2024,Viaport Outlet
I381767,66,Female,42,Electronics,9,666.6,Cash,10-20-2022,Viaport Outlet
I864840,56,Male,25,Beauty,1,855.86,Cash,12-10-2023,Kanyon
I474645,92,Male,76,Home Appliances,8,1835.33,Cash,08-15-2023,Forum Istanbul
I716226,71,Female,19,Furniture,2,763.19,Debit Card,01-18-2024,Mall of Istanbul
I419208,4,Male,35,Sports Equipment,1,1423.75,Credit Card,09-03-2023,Mall of Istanbul
I108859,66,Female,63,Toys,5,1283.55,Credit Card,10-30-2023,Metropol AVM
I817856,70,Male,27,Beauty,9,224.18,Credit Card,04-21-2023,Capacity
I645816,52,Female,31,Healthcare,6,1984.83,Debit Card,10-04-2022,Istinye Park
I687158,1,Female,20,Shoes,1,2808.66,Credit Card,10-29-2023,Akasya Acıbadem
I609588,25,Male,61,Sports Equipment,6,1700.71,Credit Card,03-28-2023,Mall of Istanbul
I894076,37,Male,71,Healthcare,9,871.0,Debit Card,01-30-2024,Cevahir Mall
I672048,44,Female,37,Electronics,5,1300.27,Credit Card,11-02-2023,Emaar Square Mall
I884358,36,Female,73,Home Appliances,6,2680.48,Debit Card,06-20-2023,Istanbul Sapphire
I827353,6,Female,49,Electronics,10,90.35,Debit Card,05-28-2022,Emaar Square Mall
I071396,75,Male,24,Toys,10,1187.18,Cash,12-27-2022,Metrocity
I809222,96,Female,67,Stationery,9,492.67,Debit Card,11-02-2022,Metrocity
I282140,99,Female,43,Garden Supplies,4,1582.77,Credit Card,12-24-2022,Forum Istanbul
I094846,50,Male,55,Grocery,10,2449.92,Debit Card,05-13-2022,Kanyon
I807519,44,Male,73,Stationery,5,98.29,Credit Card,12-16-2022,Optimum Outlet
I082005,84,Female,73,Garden Supplies,9,1831.02,Debit Card,01-27-2023,Metropol AVM
I952002,10,Female,47,Toys,5,2049.78,Credit Card,06-30-2023,Akasya Acıbadem
I633932,18,Female,63,Garden Supplies,7,1098.69,Debit Card,03-07-2024,Capacity
I219507,89,Female,29,Kitchenware,7,2472.2,Credit Card,08-05-2022,Kanyon
I304275,42,Male,74,Books,8,612.63,Debit Card,05-14-2023,Forum Istanbul
I825819,83,Female,62,Books,10,515.87,Credit Card,03-11-2024,Marmara Forum
I058948,5,Female,19,Healthcare,7,2723.84,Credit Card,04-15-2024,Capacity
I461401,48,Female,25,Books,6,2773.37,Credit Card,06-04-2023,Kanyon
I657121,17,Male,76,Furniture,4,2284.65,Credit Card,06-12-2023,Istanbul Sapphire
I258271,97,Male,71,Healthcare,9,2880.5,Credit Card,11-20-2022,Forum Istanbul
I127832,1,Male,43,Beauty,4,2791.49,Credit Card,03-04-2023,Metrocity
I266782,1,Female,36,Electronics,10,2620.9,Cash,01-06-2024,Istinye Park
I855446,39,Female,64,Kitchenware,7,1066.4,Credit Card,04-07-2024,Istinye Park
I215827,66,Female,44,Healthcare,5,859.71,Credit Card,07-11-2023,Forum Istanbul
I859111,16,Female,78,Shoes,2,1975.4,Credit Card,07-13-2022,Optimum Outlet
I394321,26,Female,55,Furniture,9,1616.23,Credit Card,07-28-2022,Emaar Square Mall
I331753,68,Male,79,Electronics,3,2473.79,Debit Card,11-16-2022,Cevahir Mall
I398003,34,Male,67,Kitchenware,6,2579.28,Cash,05-19-2022,Akasya Acıbadem
I901238,58,Female,23,Beauty,9,2409.18,Cash,02-27-2023,Marmara Forum
I012959,89,Female,59,Kitchenware,5,1645.98,Debit Card,05-11-2022,Istanbul Sapphire
I155121,33,Male,51,Home Appliances,2,1252.65,Credit Card,04-26-2022,Istinye Park
I535416,9,Female,70,Sports Equipment,9,2983.88,Credit Card,11-29-2022,Kanyon
I429688,82,Female,40,Garden Supplies,2,2385.1,Credit Card,04-29-2023,Emaar Square Mall
I826483,84,Female,34,Garden Supplies,4,2777.5,Credit Card,02-04-2024,Zorlu Center
I988056,21,Male,77,Electronics,1,2636.53,Debit Card,01-29-2023,Kanyon
I228155,72,Male,30,Shoes,1,1075.42,Cash,08-03-2023,Viaport Outlet
I942996,64,Female,41,Beauty,9,2748.39,Credit Card,09-27-2022,Emaar Square Mall
I198266,16,Male,61,Furniture,7,513.9,Debit Card,02-10-2024,Emaar Square Mall
I677138,40,Male,31,Sports Equipment,9,1556.15,Cash,06-22-2023,Zorlu Center
I062135,58,Female,37,Home Appliances,5,2627.25,Credit Card,09-28-2022,Capacity
I539392,68,Male,19,Healthcare,2,1359.89,Debit Card,06-12-2023,Forum Istanbul
I756913,31,Female,48,Healthcare,9,384.66,Debit Card,01-31-2023,Kanyon
I682153,95,Female,32,Stationery,5,791.96,Debit Card,03-12-2024,Metrocity
I757534,97,Female,66,Jewelry,2,731.84,Cash,04-11-2023,Mall of Istanbul
I178794,91,Male,65,Sports Equipment,9,1388.67,Cash,08-08-2022,Metropol AVM
I116887,13,Male,74,Electronics,9,2045.59,Debit Card,09-04-2023,Zorlu Center
I805562,82,Female,57,Beauty,5,1816.33,Cash,03-12-2023,Metropol AVM
I190063,52,Male,58,Clothing,2,2308.88,Debit Card,11-29-2022,Metropol AVM
I175439,58,Male,68,Stationery,10,361.12,Cash,10-28-2023,Akasya Acıbadem
I415856,96,Male,77,Kitchenware,2,2288.75,Cash,03-22-2024,Kanyon
I411073,93,Male,32,Stationery,9,371.44,Debit Card,01-19-2023,Zorlu Center
I501263,6,Female,45,Healthcare,2,2322.43,Credit Card,07-16-2023,Forum Istanbul
I133919,45,Male,78,Healthcare,5,2048.13,Debit Card,06-12-2022,Optimum Outlet
I163435,24,Female,41,Kitchenware,6,258.63,Debit Card,04-13-2024,Istinye Park
I008319,97,Male,62,Jewelry,6,282.39,Cash,01-18-2024,Zorlu Center
I622995,90,Female,37,Toys,8,2583.82,Credit Card,06-21-2022,Viaport Outlet
I839125,63,Female,24,Toys,1,205.69,Credit Card,09-05-2023,Optimum Outlet
I551068,6,Male,79,Books,3,2879.73,Credit Card,10-09-2022,Emaar Square Mall
I935205,14,Male,27,Home Appliances,1,129.33,Cash,02-05-2023,Marmara Forum
I939355,10,Male,19,Beauty,4,2362.78,Credit Card,12-25-2023,Optimum Outlet
I428908,53,Female,39,Kitchenware,3,2105.24,Cash,10-01-2023,Cevahir Mall
I247978,23,Male,50,Grocery,4,2102.31,Cash,08-07-2022,Marmara Forum
I830696,99,Male,37,Grocery,1,1450.58,Credit Card,02-01-2024,Forum Istanbul
I803170,85,Male,42,Toys,3,1546.94,Cash,06-25-2023,Optimum Outlet
I809193,82,Female,60,Grocery,8,391.31,Debit Card,02-10-2023,Metrocity
I475392,27,Male,34,Garden Supplies,1,1260.78,Debit Card,04-12-2023,Istanbul Sapphire
I405863,19,Male,47,Clothing,1,2198.23,Credit Card,05-01-2023,Emaar Square Mall
I477420,86,Male,28,Shoes,1,2664.77,Cash,08-28-2022,Kanyon
I654523,56,Female,26,Home Appliances,5,2092.72,Credit Card,11-06-2022,Istinye Park
I987432,8,Female,47,Furniture,9,2298.31,Debit Card,11-24-2022,Capacity
I542175,86,Female,55,Healthcare,3,1168.9,Cash,09-20-2023,Metropol AVM
I958938,64,Female,68,Home Appliances,10,1803.65,Credit Card,03-16-2023,Akasya Acıbadem
I638535,85,Male,45,Books,2,601.36,Credit Card,08-16-2023,Capacity
I352002,88,Female,58,Beauty,8,1247.54,Credit Card,06-15-2023,Istanbul Sapphire
I295865,41,Male,78,Home Appliances,4,2235.68,Debit Card,12-20-2023,Emaar Square Mall
I805031,30,Male,22,Home Appliances,10,2820.73,Debit Card,05-09-2023,Akasya Acıbadem
I468650,29,Male,48,Beauty,7,498.96,Credit Card,02-26-2024,Marmara Forum
I895418,12,Female,65,Furniture,1,1740.15,Credit Card,07-11-2022,Metropol AVM
I247354,28,Female,45,Kitchenware,6,396.42,Credit Card,11-03-2023,Akasya Acıbadem
I872904,61,Male,37,Electronics,2,791.09,Debit Card,10-28-2023,Kanyon
I488757,0,Female,40,Kitchenware,7,921.67,Cash,09-15-2022,Metropol AVM
I671271,21,Female,35,Sports Equipment,9,1556.49,Debit Card,10-12-2022,Viaport Outlet
I021290,45,Female,69,Furniture,5,2102.88,Credit Card,09-11-2022,Marmara Forum
I610089,59,Male,52,Jewelry,8,1132.36,Debit Card,06-13-2022,Cevahir Mall
I891042,28,Female,73,Healthcare,8,2320.13,Debit Card,01-29-2023,Zorlu Center
I561242,9,Male,53,Kitchenware,5,2909.16,Credit Card,03-16-2023,Viaport Outlet
I415569,24,Male,28,Jewelry,2,945.94,Cash,03-07-2023,Akasya Acıbadem
I850177,35,Female,41,Books,4,2357.14,Debit Card,05-22-2023,Forum Istanbul
I056601,13,Female,65,Grocery,10,1082.77,Cash,03-06-2023,Zorlu Center
I542206,5,Male,37,Beauty,5,1349.63,Credit Card,10-09-2023,Metrocity
I067299,83,Female,65,Toys,5,1486.22,Credit Card,11-25-2022,Istinye Park
I971493,66,Male,55,Home Appliances,10,2799.85,Debit Card,10-27-2023,Istanbul Sapphire
I786812,54,Male,33,Garden Supplies,3,1700.12,Cash,04-22-2024,Viaport Outlet
I376242,63,Female,69,Beauty,1,1988.52,Debit Card,01-31-2023,Mall of Istanbul
I132705,10,Male,47,Healthcare,1,2882.16,Cash,05-13-2022,Istinye Park
I605098,66,Female,28,Furniture,4,2809.14,Debit Card,03-12-2023,Kanyon
I969745,29,Female,72,Healthcare,9,1754.81,Cash,06-18-2023,Mall of Istanbul
I782376,3,Male,61,Garden Supplies,10,1361.67,Debit Card,05-04-2023,Forum Istanbul
I119206,52,Female,80,Healthcare,2,1984.32,Credit Card,01-23-2024,Emaar Square Mall
I978308,95,Female,51,Toys,2,1630.95,Credit Card,02-11-2023,Capacity
I682085,20,Male,30,Electronics,9,1416.58,Credit Card,03-24-2024,Forum Istanbul
I632190,34,Male,23,Jewelry,3,317.05,Credit Card,08-02-2023,Metropol AVM
I975239,99,Male,50,Jewelry,1,2336.22,Cash,10-22-2023,Zorlu Center
I384861,4,Male,52,Shoes,1,938.51,Credit Card,03-13-2023,Forum Istanbul
I942981,68,Female,28,Books,7,2233.37,Debit Card,12-04-2023,Istanbul Sapphire
I728129,5,Female,76,Grocery,10,2456.76,Debit Card,11-12-2022,Mall of Istanbul
I194824,1,Female,59,Garden Supplies,1,217.63,Debit Card,09-29-2022,Kanyon
I354609,74,Female,58,Sports Equipment,2,1530.0,Cash,02-06-2023,Istanbul Sapphire
I377287,10,Female,65,Healthcare,1,1988.76,Credit Card,06-27-2023,Zorlu Center
I896466,42,Male,71,Grocery,6,2368.05,Debit Card,07-21-2022,Istinye Park
I236677,29,Male,18,Healthcare,3,133.89,Debit Card,10-31-2023,Viaport Outlet
I245784,53,Female,54,Books,2,799.07,Debit Card,05-14-2022,Marmara Forum
I449803,99,Female,79,Shoes,7,1313.66,Debit Card,08-08-2022,Viaport Outlet
I024132,2,Male,29,Books,4,2746.51,Cash,09-28-2022,Istanbul Sapphire
I361767,49,Female,49,Kitchenware,8,2814.69,Credit Card,11-12-2023,Zorlu Center
I936053,52,Female,64,Toys,10,2383.63,Credit Card,03-18-2023,Istanbul Sapphire
I661397,25,Female,35,Garden Supplies,4,340.3,Credit Card,07-30-2022,Cevahir Mall
I752174,34,Female,62,Furniture,3,1675.56,Debit Card,10-25-2022,Capacity
I149681,83,Female,45,Grocery,8,1849.88,Credit Card,11-20-2022,Metrocity
I837970,61,Male,27,Shoes,2,1789.78,Cash,02-25-2023,Istinye Park
I804496,59,Male,39,Books,4,272.04,Credit Card,12-28-2022,Forum Istanbul
I552765,93,Male,37,Beauty,2,439.69,Credit Card,07-25-2022,Emaar Square Mall
I277966,73,Female,45,Grocery,6,2016.43,Cash,10-28-2023,Optimum Outlet
I512331,97,Female,76,Home Appliances,9,386.37,Credit Card,06-11-2023,Optimum Outlet
